City,Region,Municipal,Year,Population,Violent_crime,Violent_crime_Rate,Murder_and_nonnegligent_manslaughter,Murder_and_nonnegligent_manslaughter_Rate,Rape,Rape_Rate,Robbery,Robbery_Rate,Aggravated_assault,Aggravated_assault_Rate,Property_crime,Property_crime_Rate,Burglary,Burglary_Rate,Larceny_theft,Larceny_theft_Rate,Motor_vehicle_theft,Motor_vehicle_theft_Rate,Arson,Arson_Rate
Southbridge,Southbridge,Southbridge,2016,"16,819",52,309.17,0,0,13,77.29,4,23.78,35,208.1,282,1676.68,54,321.07,214,1272.37,14,83.24,5,29.73
Southbridge,Southbridge,Southbridge,2017,"16,860",88,521.95,0,0,11,65.24,3,17.79,74,438.91,283,1678.53,55,326.22,213,1263.35,15,88.97,2,11.86
Southwick,Southwick,Southwick,2010,"9,673",24,248.11,0,0,2,20.68,3,31.01,19,196.42,166,1716.12,58,599.61,97,1002.79,11,113.72,3,31.01
Southwick,Southwick,Southwick,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwick,Southwick,Southwick,2012,"9,594",15,156.35,0,0,1,10.42,0,0,14,145.92,147,1532.21,56,583.7,83,865.12,8,83.39,0,0
Southwick,Southwick,Southwick,2013,"9,597",8,83.36,0,0,0,0,1,10.42,7,72.94,122,1271.23,41,427.22,70,729.39,11,114.62,2,20.84
Southwick,Southwick,Southwick,2014,"9,666",6,62.07,0,0,1,10.35,0,0,5,51.73,89,920.75,24,248.29,64,662.11,1,10.35,0,0
Southwick,Southwick,Southwick,2015,"9,734",16,164.37,0,0,1,10.27,0,0,15,154.1,123,1263.61,37,380.11,84,862.95,2,20.55,1,10.27
Southwick,Southwick,Southwick,2016,"9,758",16,163.97,0,0,2,20.5,1,10.25,13,133.22,89,912.07,28,286.94,54,553.39,7,71.74,0,0
Southwick,Southwick,Southwick,2017,"9,778",11,112.5,0,0,3,30.68,0,0,8,81.82,75,767.03,23,235.22,51,521.58,1,10.23,0,0
Spencer,Spencer,Spencer,2010,"11,909",40,335.88,1,8.4,1,8.4,2,16.79,36,302.29,213,1788.56,49,411.45,157,1318.33,7,58.78,1,8.4
Spencer,Spencer,Spencer,2011,"11,759",42,357.17,0,0,3,25.51,2,17.01,37,314.65,225,1913.43,63,535.76,156,1326.64,6,51.02,1,8.5
Spencer,Spencer,Spencer,2012,"11,832",23,194.39,1,8.45,3,25.35,0,0,19,160.58,212,1791.75,48,405.68,159,1343.81,5,42.26,2,16.9
Spencer,Spencer,Spencer,2013,"11,801",29,245.74,0,0,4,33.9,1,8.47,24,203.37,161,1364.29,34,288.11,116,982.97,11,93.21,0,0
Spencer,Spencer,Spencer,2014,"11,819",16,135.38,0,0,1,8.46,0,0,15,126.91,160,1353.75,33,279.21,118,998.39,9,76.15,0,0
Spencer,Spencer,Spencer,2015,"11,838",23,194.29,0,0,2,16.89,1,8.45,20,168.95,146,1233.32,21,177.39,113,954.55,12,101.37,0,0
Spencer,Spencer,Spencer,2016,"11,782",18,152.78,0,0,3,25.46,2,16.98,13,110.34,122,1035.48,22,186.73,89,755.39,11,93.36,0,0
Spencer,Spencer,Spencer,2017,"11,920",19,159.4,0,0,4,33.56,0,0,15,125.84,73,612.42,14,117.45,52,436.24,7,58.72,1,8.39
Springfield,Springfield,Springfield,2010,"154,314",2090,1354.38,16,10.37,129,83.6,587,380.39,1358,880.02,7547,4890.68,2660,1723.76,4015,2601.84,872,565.08,66,42.77
Springfield,Springfield,Springfield,2011,"153,993",1581,1026.67,20,12.99,31,20.13,532,345.47,998,648.08,7365,4782.68,2499,1622.8,4072,2644.28,794,515.61,55,35.72
Springfield,Springfield,Springfield,2012,"154,518",1606,1039.36,11,7.12,39,25.24,542,350.77,1014,656.23,7024,4545.75,2317,1499.5,3947,2554.39,760,491.85,68,44.01
Springfield,Springfield,Springfield,2013,"153,586",1673,1089.29,22,14.32,89,57.95,598,389.36,964,627.66,7113,4631.28,2360,1536.6,4018,2616.12,735,478.56,56,36.46
Springfield,Springfield,Springfield,2014,"153,766",1662,1080.86,13,8.45,94,61.13,583,379.15,972,632.13,5903,3838.95,1793,1166.06,3478,2261.88,632,411.01,55,35.77
Springfield,Springfield,Springfield,2015,"154,090",1654,1073.4,18,11.68,95,61.65,510,330.98,1031,669.09,5168,3353.88,1303,845.61,3261,2116.3,604,391.98,32,20.77
Springfield,Springfield,Springfield,2016,"154,102",1588,1030.49,12,7.79,81,52.56,522,338.74,973,631.4,5073,3291.98,1486,964.3,3000,1946.76,587,380.92,46,29.85
Springfield,Springfield,Springfield,2017,"154,562",1351,874.08,14,9.06,73,47.23,380,245.86,884,571.94,4594,2972.27,1183,765.39,2902,1877.56,509,329.32,37,23.94
Sterling,Sterling,Sterling,2010,"7,745",11,142.03,0,0,3,38.73,0,0,8,103.29,89,1149.13,44,568.11,41,529.37,4,51.65,2,25.82
Sterling,Sterling,Sterling,2011,"7,856",5,63.65,0,0,1,12.73,0,0,4,50.92,84,1069.25,40,509.16,39,496.44,5,63.65,1,12.73
Sterling,Sterling,Sterling,2012,"7,904",14,177.13,0,0,0,0,0,0,14,177.13,89,1126.01,31,392.21,56,708.5,2,25.3,1,12.65
Sterling,Sterling,Sterling,2013,"7,895",12,151.99,0,0,3,38,1,12.67,8,101.33,72,911.97,21,265.99,48,607.98,3,38,0,0
Sterling,Sterling,Sterling,2014,"7,937",5,63,0,0,1,12.6,0,0,4,50.4,84,1058.33,32,403.18,52,655.16,0,0,0,0
Sterling,Sterling,Sterling,2015,"7,973",4,50.17,0,0,1,12.54,0,0,3,37.63,45,564.4,11,137.97,31,388.81,3,37.63,1,12.54
Sterling,Sterling,Sterling,2016,"7,993",11,137.62,0,0,3,37.53,1,12.51,7,87.58,54,675.59,19,237.71,33,412.86,2,25.02,1,12.51
Sterling,Sterling,Sterling,2017,"8,102",9,111.08,0,0,2,24.69,0,0,7,86.4,79,975.07,12,148.11,60,740.56,7,86.4,2,24.69
Stockbridge,Stockbridge,Stockbridge,2010,"2,164",7,323.48,0,0,1,46.21,1,46.21,5,231.05,116,5360.44,58,2680.22,56,2587.8,2,92.42,0,0
Stockbridge,Stockbridge,Stockbridge,2011,"1,959",6,306.28,0,0,2,102.09,0,0,4,204.19,91,4645.23,49,2501.28,40,2041.86,2,102.09,0,0
Stockbridge,Stockbridge,Stockbridge,2012,"1,953",6,307.22,0,0,1,51.2,0,0,5,256.02,54,2764.98,23,1177.68,29,1484.9,2,102.41,0,0
Stockbridge,Stockbridge,Stockbridge,2013,"1,966",4,203.46,0,0,0,0,0,0,4,203.46,35,1780.26,15,762.97,20,1017.29,0,0,0,0
Stockbridge,Stockbridge,Stockbridge,2014,"1,967",5,254.19,0,0,0,0,1,50.84,4,203.36,33,1677.68,11,559.23,21,1067.62,1,50.84,0,0
Stockbridge,Stockbridge,Stockbridge,2015,"1,951",6,307.53,0,0,1,51.26,0,0,5,256.28,44,2255.25,16,820.09,28,1435.16,0,0,0,0
Stockbridge,Stockbridge,Stockbridge,2016,"1,936",4,206.61,0,0,2,103.31,0,0,2,103.31,24,1239.67,8,413.22,15,774.79,1,51.65,0,0
Stockbridge,Stockbridge,Stockbridge,2017,"1,919",5,260.55,0,0,3,156.33,0,0,2,104.22,38,1980.2,12,625.33,25,1302.76,1,52.11,0,0
Stoneham,Stoneham,Stoneham,2010,"21,285",35,164.44,0,0,2,9.4,17,79.87,16,75.17,358,1681.94,134,629.55,204,958.42,20,93.96,1,4.7
Stoneham,Stoneham,Stoneham,2011,"21,568",30,139.09,0,0,1,4.64,8,37.09,21,97.37,314,1455.86,137,635.2,163,755.75,14,64.91,0,0
Stoneham,Stoneham,Stoneham,2012,"21,852",29,132.71,0,0,1,4.58,9,41.19,19,86.95,259,1185.25,111,507.96,138,631.52,10,45.76,0,0
Stoneham,Stoneham,Stoneham,2013,"21,763",11,50.54,0,0,0,0,2,9.19,9,41.35,217,997.11,52,238.94,154,707.62,11,50.54,1,4.59
Stoneham,Stoneham,Stoneham,2014,"21,905",21,95.87,0,0,0,0,6,27.39,15,68.48,211,963.25,62,283.04,140,639.12,9,41.09,1,4.57
Stoneham,Stoneham,Stoneham,2015,"22,041",43,195.09,0,0,4,18.15,12,54.44,27,122.5,204,925.55,84,381.11,113,512.68,7,31.76,0,0
Stoneham,Stoneham,Stoneham,2016,"22,045",31,140.62,1,4.54,4,18.14,3,13.61,23,104.33,242,1097.75,84,381.04,140,635.06,18,81.65,1,4.54
Stoneham,Stoneham,Stoneham,2017,"22,077",27,122.3,0,0,1,4.53,1,4.53,25,113.24,199,901.39,72,326.13,118,534.49,9,40.77,0,0
Stoughton,Stoughton,Stoughton,2010,"26,866",111,413.16,2,7.44,5,18.61,21,78.17,83,308.94,601,2237.03,179,666.27,388,1444.2,34,126.55,1,3.72
Stoughton,Stoughton,Stoughton,2011,"27,126",116,427.63,0,0,3,11.06,23,84.79,90,331.79,590,2175.04,129,475.56,427,1574.14,34,125.34,6,22.12
Stoughton,Stoughton,Stoughton,2012,"27,392",89,324.91,0,0,2,7.3,16,58.41,71,259.2,603,2201.37,100,365.07,459,1675.67,44,160.63,4,14.6
Stoughton,Stoughton,Stoughton,2013,"28,186",80,283.83,1,3.55,9,31.93,15,53.22,55,195.13,532,1887.46,74,262.54,422,1497.2,36,127.72,0,0
Stoughton,Stoughton,Stoughton,2014,"28,451",95,333.91,0,0,7,24.6,17,59.75,71,249.55,482,1694.14,96,337.42,358,1258.3,28,98.41,0,0
Stoughton,Stoughton,Stoughton,2015,"28,748",64,222.62,0,0,4,13.91,12,41.74,48,166.97,448,1558.37,63,219.15,343,1193.13,42,146.1,3,10.44
Stoughton,Stoughton,Stoughton,2016,"28,583",83,290.38,1,3.5,7,24.49,9,31.49,66,230.91,440,1539.38,66,230.91,348,1217.51,26,90.96,2,7
Stoughton,Stoughton,Stoughton,2017,"28,678",104,362.65,0,0,8,27.9,9,31.38,87,303.37,389,1356.44,29,101.12,333,1161.17,27,94.15,4,13.95
Stow,Stow,Stow,2010,"6,678",3,44.92,0,0,0,0,1,14.97,2,29.95,33,494.16,10,149.75,23,344.41,0,0,0,0
Stow,Stow,Stow,2011,"6,630",4,60.33,0,0,1,15.08,2,30.17,1,15.08,39,588.24,14,211.16,24,361.99,1,15.08,0,0
Stow,Stow,Stow,2012,"6,717",2,29.78,0,0,0,0,0,0,2,29.78,63,937.92,26,387.08,33,491.29,4,59.55,0,0
Stow,Stow,Stow,2013,"6,949",4,57.56,0,0,0,0,1,14.39,3,43.17,24,345.37,7,100.73,17,244.64,0,0,0,0
Stow,Stow,Stow,2014,"7,010",2,28.53,0,0,1,14.27,0,0,1,14.27,37,527.82,8,114.12,28,399.43,1,14.27,0,0
Stow,Stow,Stow,2015,"7,141",9,126.03,0,0,2,28.01,0,0,7,98.03,39,546.14,12,168.04,27,378.1,0,0,0,0
Stow,Stow,Stow,2016,"7,197",10,138.95,0,0,0,0,0,0,10,138.95,34,472.42,14,194.53,20,277.89,0,0,0,0
Stow,Stow,Stow,2017,"7,196",5,69.48,0,0,0,0,0,0,5,69.48,31,430.79,7,97.28,19,264.04,5,69.48,0,0
Sturbridge,Sturbridge,Sturbridge,2010,"8,865",26,293.29,0,0,2,22.56,2,22.56,22,248.17,165,1861.25,45,507.61,110,1240.83,10,112.8,2,22.56
Sturbridge,Sturbridge,Sturbridge,2011,"9,324",30,321.75,0,0,4,42.9,5,53.63,21,225.23,172,1844.7,44,471.9,120,1287,8,85.8,3,32.18
Sturbridge,Sturbridge,Sturbridge,2012,"9,383",29,309.07,0,0,1,10.66,3,31.97,25,266.44,177,1886.39,30,319.73,140,1492.06,7,74.6,0,0
Sturbridge,Sturbridge,Sturbridge,2013,"9,399",30,319.18,0,0,7,74.48,5,53.2,18,191.51,175,1861.9,25,265.99,146,1553.36,4,42.56,2,21.28
Sturbridge,Sturbridge,Sturbridge,2014,"9,467",28,295.76,0,0,4,42.25,4,42.25,20,211.26,162,1711.21,31,327.45,122,1288.69,9,95.07,0,0
Sturbridge,Sturbridge,Sturbridge,2015,"9,513",24,252.29,0,0,3,31.54,2,21.02,19,199.73,180,1892.15,22,231.26,151,1587.3,7,73.58,2,21.02
Sturbridge,Sturbridge,Sturbridge,2016,"9,520",34,357.14,0,0,5,52.52,3,31.51,26,273.11,166,1743.7,19,199.58,141,1481.09,6,63.03,2,21.01
Sturbridge,Sturbridge,Sturbridge,2017,"9,605",21,218.64,0,0,2,20.82,2,20.82,17,176.99,129,1343.05,19,197.81,99,1030.71,11,114.52,1,10.41
Sudbury,Sudbury,Sudbury,2010,"17,552",4,22.79,0,0,1,5.7,0,0,3,17.09,89,507.06,13,74.07,75,427.3,1,5.7,0,0
Sudbury,Sudbury,Sudbury,2011,"17,767",2,11.26,0,0,0,0,0,0,2,11.26,128,720.44,16,90.05,111,624.75,1,5.63,0,0
Sudbury,Sudbury,Sudbury,2012,"18,002",1,5.55,0,0,0,0,0,0,1,5.55,75,416.62,24,133.32,50,277.75,1,5.55,0,0
Sudbury,Sudbury,Sudbury,2013,"18,312",0,0,0,0,0,0,0,0,0,0,94,513.32,12,65.53,80,436.87,2,10.92,0,0
Sudbury,Sudbury,Sudbury,2014,"18,592",1,5.38,0,0,0,0,0,0,1,5.38,59,317.34,23,123.71,36,193.63,0,0,0,0
Sudbury,Sudbury,Sudbury,2015,"19,050",2,10.5,0,0,0,0,0,0,2,10.5,67,351.71,20,104.99,45,236.22,2,10.5,0,0
Sudbury,Sudbury,Sudbury,2016,"19,035",7,36.77,0,0,0,0,0,0,7,36.77,41,215.39,6,31.52,34,178.62,1,5.25,0,0
Sudbury,Sudbury,Sudbury,2017,"19,120",11,57.53,0,0,1,5.23,0,0,10,52.3,72,376.57,14,73.22,57,298.12,1,5.23,0,0
Sunderland,Sunderland,Sunderland,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunderland,Sunderland,Sunderland,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunderland,Sunderland,Sunderland,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunderland,Sunderland,Sunderland,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunderland,Sunderland,Sunderland,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunderland,Sunderland,Sunderland,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunderland,Sunderland,Sunderland,2016,"3,652",6,164.29,0,0,1,27.38,0,0,5,136.91,24,657.17,11,301.2,11,301.2,2,54.76,0,0
Sunderland,Sunderland,Sunderland,2017,"3,627",6,165.43,0,0,2,55.14,2,55.14,2,55.14,27,744.42,10,275.71,15,413.56,2,55.14,0,0
Sutton,Sutton,Sutton,2010,"9,161",11,120.07,0,0,2,21.83,0,0,9,98.24,110,1200.74,60,654.95,43,469.38,7,76.41,3,32.75
Sutton,Sutton,Sutton,2011,"9,018",3,33.27,0,0,0,0,0,0,3,33.27,134,1485.92,54,598.8,70,776.23,10,110.89,0,0
Sutton,Sutton,Sutton,2012,"9,075",10,110.19,0,0,1,11.02,1,11.02,8,88.15,115,1267.22,55,606.06,51,561.98,9,99.17,0,0
Sutton,Sutton,Sutton,2013,"9,137",4,43.78,0,0,1,10.94,0,0,3,32.83,106,1160.12,46,503.45,55,601.95,5,54.72,0,0
Sutton,Sutton,Sutton,2014,"9,200",9,97.83,0,0,2,21.74,0,0,7,76.09,118,1282.61,54,586.96,58,630.43,6,65.22,1,10.87
Sutton,Sutton,Sutton,2015,"9,264",9,97.15,0,0,1,10.79,1,10.79,7,75.56,91,982.3,57,615.28,33,356.22,1,10.79,0,0
Sutton,Sutton,Sutton,2016,"9,292",8,86.1,0,0,1,10.76,1,10.76,6,64.57,88,947.05,39,419.72,45,484.29,4,43.05,3,32.29
Sutton,Sutton,Sutton,2017,"9,401",9,95.73,0,0,1,10.64,0,0,8,85.1,84,893.52,29,308.48,48,510.58,7,74.46,1,10.64
Swampscott,Swampscott,Swampscott,2010,"13,883",19,136.86,0,0,0,0,4,28.81,15,108.05,269,1937.62,44,316.93,216,1555.86,9,64.83,1,7.2
Swampscott,Swampscott,Swampscott,2011,"13,871",12,86.51,0,0,0,0,3,21.63,9,64.88,203,1463.48,42,302.79,155,1117.44,6,43.26,1,7.21
Swampscott,Swampscott,Swampscott,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swampscott,Swampscott,Swampscott,2013,"13,995",26,185.78,0,0,1,7.15,5,35.73,20,142.91,266,1900.68,58,414.43,204,1457.66,4,28.58,0,0
Swampscott,Swampscott,Swampscott,2014,"14,028",18,128.31,0,0,1,7.13,3,21.39,14,99.8,249,1775.02,36,256.63,205,1461.36,8,57.03,0,0
Swampscott,Swampscott,Swampscott,2015,"14,071",18,127.92,0,0,1,7.11,1,7.11,16,113.71,234,1662.99,35,248.74,194,1378.72,5,35.53,0,0
Swampscott,Swampscott,Swampscott,2016,"14,551",10,68.72,0,0,2,13.74,0,0,8,54.98,186,1278.26,26,178.68,154,1058.35,6,41.23,5,34.36
Swampscott,Swampscott,Swampscott,2017,"15,016",14,93.23,0,0,2,13.32,1,6.66,11,73.26,181,1205.38,17,113.21,159,1058.87,5,33.3,0,0
Swansea,Swansea,Swansea,2010,"16,012",37,231.08,0,0,4,24.98,2,12.49,31,193.6,301,1879.84,45,281.04,244,1523.86,12,74.94,1,6.25
Swansea,Swansea,Swansea,2011,"15,962",36,225.54,0,0,5,31.32,2,12.53,29,181.68,353,2211.5,63,394.69,277,1735.37,13,81.44,1,6.26
Swansea,Swansea,Swansea,2012,"16,025",42,262.09,0,0,7,43.68,6,37.44,29,180.97,382,2383.78,89,555.38,275,1716.07,18,112.32,3,18.72
Swansea,Swansea,Swansea,2013,"16,099",34,211.19,1,6.21,5,31.06,7,43.48,21,130.44,350,2174.05,54,335.42,279,1733.03,17,105.6,2,12.42
Swansea,Swansea,Swansea,2014,"16,177",33,203.99,1,6.18,3,18.54,4,24.73,25,154.54,333,2058.48,40,247.26,287,1774.12,6,37.09,1,6.18
Swansea,Swansea,Swansea,2015,"16,225",27,166.41,0,0,2,12.33,0,0,25,154.08,305,1879.82,39,240.37,249,1534.67,17,104.78,0,0
Swansea,Swansea,Swansea,2016,"16,418",33,201,0,0,3,18.27,3,18.27,27,164.45,246,1498.36,29,176.64,205,1248.63,12,73.09,0,0
Swansea,Swansea,Swansea,2017,"16,597",22,132.55,0,0,1,6.03,6,36.15,15,90.38,259,1560.52,34,204.86,210,1265.29,15,90.38,2,12.05
Taunton,Taunton,Taunton,2010,"55,156",304,551.16,2,3.63,13,23.57,60,108.78,229,415.19,940,1704.26,410,743.35,487,882.95,43,77.96,5,9.07
Taunton,Taunton,Taunton,2011,"56,215",298,530.11,0,0,13,23.13,69,122.74,216,384.24,1010,1796.67,451,802.28,529,941.03,30,53.37,4,7.12
Taunton,Taunton,Taunton,2012,"56,438",268,474.86,0,0,18,31.89,62,109.86,188,333.11,851,1507.85,380,673.31,437,774.3,34,60.24,2,3.54
Taunton,Taunton,Taunton,2013,"56,264",209,371.46,0,0,15,26.66,52,92.42,142,252.38,962,1709.8,433,769.59,485,862.01,44,78.2,5,8.89
Taunton,Taunton,Taunton,2014,"56,277",208,369.6,0,0,15,26.65,47,83.52,146,259.43,636,1130.12,209,371.38,380,675.23,47,83.52,2,3.55
Taunton,Taunton,Taunton,2015,"56,731",207,364.88,1,1.76,8,14.1,35,61.69,163,287.32,619,1091.11,229,403.66,344,606.37,46,81.08,8,14.1
Taunton,Taunton,Taunton,2016,"56,720",203,357.9,5,8.82,13,22.92,36,63.47,149,262.69,749,1320.52,262,461.92,397,699.93,90,158.67,7,12.34
Taunton,Taunton,Taunton,2017,"57,047",220,385.65,0,0,15,26.29,28,49.08,177,310.27,492,862.45,133,233.14,299,524.13,60,105.18,3,5.26
Templeton,Templeton,Templeton,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Templeton,Templeton,Templeton,2011,"8,062",18,223.27,0,0,1,12.4,2,24.81,15,186.06,125,1550.48,40,496.15,78,967.5,7,86.83,1,12.4
Templeton,Templeton,Templeton,2012,"8,111",11,135.62,0,0,1,12.33,1,12.33,9,110.96,69,850.7,29,357.54,36,443.84,4,49.32,0,0
Templeton,Templeton,Templeton,2013,"8,083",22,272.18,0,0,2,24.74,2,24.74,18,222.69,81,1002.1,21,259.8,57,705.18,3,37.11,0,0
Templeton,Templeton,Templeton,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Templeton,Templeton,Templeton,2015,"8,189",20,244.23,0,0,4,48.85,2,24.42,14,170.96,52,635,12,146.54,36,439.61,4,48.85,3,36.63
Templeton,Templeton,Templeton,2016,"8,169",6,73.45,0,0,1,12.24,0,0,5,61.21,63,771.21,17,208.1,41,501.9,5,61.21,0,0
Templeton,Templeton,Templeton,2017,"8,184",9,109.97,0,0,0,0,0,0,9,109.97,53,647.61,16,195.5,33,403.23,4,48.88,0,0
Tewksbury,Tewksbury,Tewksbury,2010,"30,447",88,289.03,0,0,8,26.28,16,52.55,64,210.2,625,2052.75,127,417.12,466,1530.53,32,105.1,5,16.42
Tewksbury,Tewksbury,Tewksbury,2011,"29,138",80,274.56,0,0,13,44.62,10,34.32,57,195.62,579,1987.1,122,418.7,436,1496.33,21,72.07,2,6.86
Tewksbury,Tewksbury,Tewksbury,2012,"29,518",98,332,0,0,15,50.82,9,30.49,74,250.69,615,2083.47,152,514.94,428,1449.96,35,118.57,1,3.39
Tewksbury,Tewksbury,Tewksbury,2013,"29,953",141,470.74,0,0,14,46.74,9,30.05,118,393.95,502,1675.96,68,227.02,398,1328.75,36,120.19,2,6.68
Tewksbury,Tewksbury,Tewksbury,2014,"30,461",86,282.33,0,0,8,26.26,8,26.26,70,229.8,418,1372.25,53,173.99,341,1119.46,24,78.79,1,3.28
Tewksbury,Tewksbury,Tewksbury,2015,"30,577",83,271.45,0,0,18,58.87,7,22.89,58,189.69,373,1219.87,48,156.98,299,977.86,26,85.03,0,0
Tewksbury,Tewksbury,Tewksbury,2016,"31,160",63,202.18,0,0,10,32.09,10,32.09,43,138,300,962.77,42,134.79,246,789.47,12,38.51,2,6.42
Tewksbury,Tewksbury,Tewksbury,2017,"31,245",85,272.04,0,0,23,73.61,10,32.01,52,166.43,331,1059.37,52,166.43,258,825.73,21,67.21,2,6.4
Tisbury,Tisbury,Tisbury,2010,"3,901",9,230.71,0,0,2,51.27,0,0,7,179.44,120,3076.13,21,538.32,89,2281.47,10,256.34,1,25.63
Tisbury,Tisbury,Tisbury,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tisbury,Tisbury,Tisbury,2012,"4,040",7,173.27,0,0,0,0,1,24.75,6,148.51,113,2797.03,12,297.03,90,2227.72,11,272.28,2,49.5
Tisbury,Tisbury,Tisbury,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tisbury,Tisbury,Tisbury,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tisbury,Tisbury,Tisbury,2015,"4,173",24,575.13,0,0,1,23.96,1,23.96,22,527.2,84,2012.94,15,359.45,66,1581.6,3,71.89,0,0
Tisbury,Tisbury,Tisbury,2016,"4,129",27,653.91,0,0,0,0,0,0,27,653.91,82,1985.95,12,290.63,67,1622.67,3,72.66,0,0
Tisbury,Tisbury,Tisbury,2017,"4,114",26,631.99,0,0,0,0,0,0,26,631.99,75,1823.04,14,340.3,56,1361.21,5,121.54,0,0
Tolland,Tolland,Tolland,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tolland,Tolland,Tolland,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tolland,Tolland,Tolland,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tolland,Tolland,Tolland,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tolland,Tolland,Tolland,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tolland,Tolland,Tolland,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tolland,Tolland,Tolland,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tolland,Tolland,Tolland,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topsfield,Topsfield,Topsfield,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topsfield,Topsfield,Topsfield,2011,"6,122",0,0,0,0,0,0,0,0,0,0,55,898.4,14,228.68,39,637.05,2,32.67,0,0
Topsfield,Topsfield,Topsfield,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topsfield,Topsfield,Topsfield,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topsfield,Topsfield,Topsfield,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topsfield,Topsfield,Topsfield,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topsfield,Topsfield,Topsfield,2016,"6,590",3,45.52,0,0,1,15.17,0,0,2,30.35,11,166.92,1,15.17,10,151.75,0,0,0,0
Topsfield,Topsfield,Topsfield,2017,"6,604",7,106,0,0,0,0,0,0,7,106,24,363.42,6,90.85,18,272.56,0,0,0,0
Townsend,Townsend,Townsend,2010,"9,630",11,114.23,0,0,4,41.54,0,0,7,72.69,93,965.73,54,560.75,35,363.45,4,41.54,0,0
Townsend,Townsend,Townsend,2011,"8,980",5,55.68,0,0,0,0,0,0,5,55.68,112,1247.22,58,645.88,52,579.06,2,22.27,0,0
Townsend,Townsend,Townsend,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Townsend,Townsend,Townsend,2013,"9,213",7,75.98,0,0,2,21.71,2,21.71,3,32.56,117,1269.94,60,651.25,57,618.69,0,0,0,0
Townsend,Townsend,Townsend,2014,"9,279",14,150.88,0,0,1,10.78,0,0,13,140.1,89,959.16,49,528.07,35,377.2,5,53.89,1,10.78
